,data_pregao,cod_acao,nome_emp,preco_abertura,preco_maximo,preco_minimo,preco_fechamento,qtd_negocios,vol_financeiro
10105,2022-07-12,A1UA34,ANGLOGOLD AS,19.5,20.06,19.5,19.72,0,13880
10107,2022-07-22,S2MA34,SMARTSHEET,21.25,21.25,21.25,21.25,0,2120
10110,2022-07-22,S2QS34,SQUARESPACE,18.24,18.24,18.2,18.2,0,7280
10121,2022-07-22,SAPP34,SAP SE,513.88,513.88,513.88,513.88,0,205550
10184,2022-07-04,USBC34,US BANCORP,61.9,61.9,61.9,61.9,0,6190
10194,2022-07-04,V1OD34,VODAFONE GRO,41.08,41.75,41.08,41.75,0,20760
10232,2022-07-12,A1YX34,ALTERYX INC,13.56,13.56,13.18,13.18,0,2670
10235,2022-07-12,A2RR34,ARROWHEAD PH,28.28,28.28,28.28,28.28,0,2820
10236,2022-07-12,A2SO34,ACADEMY SPOR,50.77,50.77,50.77,50.77,0,5070
10237,2022-07-12,A2VL34,AVALARA INC,29.86,29.86,29.86,29.86,0,2980
10386,2022-07-04,VLOE34,VALERO ENER,287.0,291.76,287.0,291.76,0,57870
10400,2022-07-04,W1MB34,WILLIAMS COS,164.13,164.13,164.13,164.13,0,82060
10408,2022-07-04,WGBA34,WALGREENS,102.0,102.0,102.0,102.0,0,71400
10421,2022-07-18,V1TA34,VENTAS INC,137.77,137.77,137.77,137.77,0,41330
10422,2022-07-18,V2EE34,VEEVASYSTEMS,36.33,36.33,36.33,36.33,0,18160
10467,2022-07-12,ASML34,ASML HOLD,2397.68,2397.68,2369.96,2369.96,0,950750
10504,2022-07-04,Z2EN34,ZENDESK INC,25.62,25.62,25.62,25.62,0,2560
10526,2022-07-18,VRSN34,VERISIGN INC,237.84,237.84,237.84,237.84,0,71350
10538,2022-07-18,W1AB34,WABTEC CORP,223.14,223.14,223.14,223.14,0,89250
10552,2022-07-12,B1DX34,BECTON DICKI,256.62,256.62,256.62,256.62,0,51320
10561,2022-07-12,B2RK34,BRUKER CORP,34.6,34.6,34.6,34.6,0,3460
10579,2022-07-05,A1CR34,AMCOR PLC,66.43,67.06,66.43,66.71,0,33300
10580,2022-07-05,A1DM34,ARCHER DANIE,400.15,400.15,400.15,400.15,0,40010
10585,2022-07-05,A1KA34,AKAMAI TECHN,41.8,41.8,41.8,41.8,0,4180
10591,2022-07-05,A1MX34,AMERICAMOVIL,54.11,54.11,54.11,54.11,0,5410
10594,2022-07-05,A1PD34,AIR PRODUCTS,319.75,319.75,319.75,319.75,0,287770
10599,2022-07-05,A1YX34,ALTERYX INC,13.08,13.08,13.08,13.08,0,2610
10602,2022-07-18,W1BO34,WEIBO CORP,27.19,27.19,27.19,27.19,0,13590
10603,2022-07-18,W1DA34,WORKDAY INC,189.32,189.32,189.32,189.32,0,18930
10604,2022-07-18,W1EL34,WELLTOWER IN,219.68,219.68,218.32,218.32,0,131260
10608,2022-07-18,W2OL34,WOLFSPEED IN,27.22,27.22,27.22,27.22,0,13610
10634,2022-07-05,A2RR34,ARROWHEAD PH,26.27,26.27,26.27,26.27,0,2620
10635,2022-07-05,A2VL34,AVALARA INC,27.55,27.55,27.55,27.55,0,2750
10685,2022-07-12,BBUG39,GX CYBERSECT,48.6,48.6,45.95,45.95,0,23390
10686,2022-07-12,BBYY34,BEST BUY,386.46,386.46,386.46,386.46,0,193230
10689,2022-07-12,BCHQ39,GX MSCICHINA,30.18,30.3,30.18,30.27,0,18150
10691,2022-07-12,BCIR39,FT NASDCYBER,44.76,44.76,44.76,44.76,0,4470
10692,2022-07-12,BCLO39,GX CLOUD CPT,30.99,30.99,29.67,29.67,0,9070
10693,2022-07-12,BCPX39,GX COPPER MN,30.3,30.34,29.97,29.97,0,18120
10714,2022-07-18,Z1BR34,ZEBRA TECHNO,53.55,53.55,53.55,53.55,0,5350
10717,2022-07-18,Z2EN34,ZENDESK INC,27.06,27.06,27.06,27.06,0,5410
10718,2022-07-18,Z2SC34,ZSCALER INC,27.45,27.45,27.45,27.45,0,13720
10729,2022-07-05,AIGB34,AIG GROUP,275.86,275.86,275.86,275.86,0,55170
10761,2022-07-12,BDRI39,GX AEVEHICLE,39.2,39.24,38.96,38.96,0,11740
10762,2022-07-12,BDVD39,GX SUPDIV US,52.65,52.9,52.6,52.6,0,15810
10764,2022-07-12,BEDC39,GX TLMEDC DH,33.18,33.18,32.67,32.67,0,9860
10781,2022-07-12,BEWH39,MSCIHONGKONG,38.87,38.87,38.87,38.87,0,3880
10783,2022-07-12,BEWL39,MSCI SWITZER,43.56,43.56,43.56,43.56,0,4350
10786,2022-07-12,BEWY39,MSCISOUTHKOR,38.55,38.55,38.55,38.55,0,3850
10787,2022-07-12,BFNX39,GX FINTECH,24.16,24.16,23.72,23.72,0,14370
10794,2022-07-19,A1ES34,AES CORP,111.2,111.3,111.2,111.25,0,55630
10797,2022-07-19,A1LB34,ALBEMARLE CO,1138.55,1138.86,1131.39,1138.86,0,1020460
10799,2022-07-19,A1LL34,BREAD FINAN,59.16,59.58,59.16,59.58,0,35530
10802,2022-07-19,A1MP34,AMERIPRISE F,321.32,321.32,321.16,321.16,0,64240
10818,2022-07-19,A2RW34,ARROW ELECTR,41.76,41.76,41.76,41.76,0,8350
10884,2022-07-12,BHER39,GX GAMES SPT,28.8,28.8,28.53,28.53,0,25810
10907,2022-07-12,BIXJ39,GLOBALHEALTH,55.5,55.62,55.5,55.62,0,27770
10924,2022-07-19,ACNB34,ACCENTURE,1506.72,1510.52,1506.72,1510.52,0,1055960
10954,2022-07-05,B1DX34,BECTON DICKI,266.31,266.31,266.31,266.31,0,106520
10962,2022-07-05,B2RK34,BRUKER CORP,34.69,34.69,34.69,34.69,0,3460
11016,2022-07-12,BLPA39,GX MLP ETF,50.25,50.25,49.65,49.65,0,15010
11017,2022-07-12,BLPX39,GX MLP EN IN,51.35,51.4,50.95,50.95,0,15370
11049,2022-07-19,ASML34,ASML HOLD,2660.0,2685.57,2660.0,2683.38,0,1068890
11086,2022-07-05,BBUG39,GX CYBERSECT,46.29,47.15,46.29,47.15,0,9340
11093,2022-07-05,BCLO39,GX CLOUD CPT,30.72,31.59,30.72,31.59,0,12460
11094,2022-07-05,BCPX39,GX COPPER MN,30.22,30.51,30.22,30.51,0,6070
11106,2022-07-12,BOTZ39,GX ROBOTC AI,28.02,28.02,27.54,27.54,0,16660
11125,2022-07-12,BPVE39,GX INFRA DEV,41.84,42.08,41.52,41.52,0,12540
11135,2022-07-19,B1DX34,BECTON DICKI,256.0,256.0,256.0,256.0,0,51200
11143,2022-07-19,B2RK34,BRUKER CORP,33.46,33.46,33.46,33.46,0,3340
11163,2022-07-05,BDRI39,GX AEVEHICLE,37.48,38.4,37.48,38.4,0,7580
11165,2022-07-05,BEDC39,GX TLMEDC DH,31.88,32.88,31.88,32.88,0,6470
11174,2022-07-05,BEFG39,MSCIEAFEGROW,40.8,40.8,40.8,40.8,0,4080
11176,2022-07-05,BEGD39,TRTMSCI EAFE,41.01,41.39,40.98,41.39,0,24630
11183,2022-07-05,BEWH39,MSCIHONGKONG,39.28,39.28,39.28,39.28,0,3920
11205,2022-07-19,BBUG39,GX CYBERSECT,46.45,47.3,46.45,47.3,0,23400
11209,2022-07-19,BCHQ39,GX MSCICHINA,30.03,30.39,30.03,30.39,0,18090
11211,2022-07-19,BCLO39,GX CLOUD CPT,29.58,30.27,29.58,30.27,0,8970
11212,2022-07-19,BCPX39,GX COPPER MN,30.27,30.87,30.27,30.87,0,18340
11215,2022-07-19,BCWV39,MSCIGLMIVOLF,51.75,51.75,51.75,51.75,0,15520
11221,2022-07-19,BDRI39,GX AEVEHICLE,40.16,41.2,40.16,41.2,0,12200
11255,2022-07-05,BFNX39,GX FINTECH,23.22,23.96,23.22,23.96,0,9430
11259,2022-07-05,BGRT39,GLOBAL REIT,43.16,43.16,43.12,43.12,0,21570
11265,2022-07-05,BICL39,BKR GL CLEAN,52.0,52.0,52.0,52.0,0,10400
11277,2022-07-05,BILB34,BILBAOVIZ,23.58,23.58,23.58,23.58,0,7070
11288,2022-07-22,T1AM34,ATLASSIAN CO,55.4,55.4,55.4,55.4,0,11080
11291,2022-07-22,T1RI34,TRIPADVISOR,102.0,102.0,102.0,102.0,0,51000
11293,2022-07-22,T1SS34,TENARIS SA,69.86,69.86,69.86,69.86,0,27940
11296,2022-07-22,T1XT34,TEXTRON INC,351.69,351.69,351.69,351.69,0,140670
11297,2022-07-22,T2DH34,TELADOCHEALT,7.52,7.52,7.52,7.52,0,3000
11317,2022-07-19,BEDC39,GX TLMEDC DH,32.67,33.33,32.67,33.33,0,13140
11324,2022-07-19,BEFA39,MSCI EAFE,42.6,42.6,42.6,42.6,0,4260
11326,2022-07-19,BEGD39,TRTMSCI EAFE,42.88,42.88,42.88,42.88,0,4280
11331,2022-07-19,BEWG39,MSCI GERMANY,41.12,41.12,41.12,41.12,0,16440
11333,2022-07-19,BEWL39,MSCI SWITZER,45.46,45.46,45.46,45.46,0,9090
11339,2022-07-19,BFNX39,GX FINTECH,24.46,25.12,24.46,25.12,0,14860
11343,2022-07-19,BGRT39,GLOBAL REIT,43.9,43.9,43.9,43.9,0,17560
11345,2022-07-19,BHER39,GX GAMES SPT,28.53,28.92,28.53,28.92,0,17220
11350,2022-07-12,BSHV39,BKR SHORT TR,59.72,59.72,59.72,59.72,0,5970
11351,2022-07-12,BSIL39,GX SILVER MN,26.52,26.73,26.25,26.25,0,18510
11356,2022-07-12,BSOC39,GX SOCIAL MD,22.42,22.42,22.2,22.2,0,13380
11367,2022-07-12,BURT39,BKR MS WLD,38.96,38.96,38.96,38.96,0,19480
11382,2022-07-05,BIXG39,BKR GL FIN,43.47,43.47,43.47,43.47,0,4340
11400,2022-07-05,BLPA39,GX MLP ETF,48.72,49.2,48.72,49.2,0,9790
11401,2022-07-05,BLPX39,GX MLP EN IN,50.04,50.55,50.04,50.55,0,10050
11435,2022-07-22,TMCO34,TOYOTAMO,875.41,877.36,875.41,877.36,0,613950
11448,2022-07-19,BIHI39,USMEDICDEVIC,7.75,7.79,7.75,7.79,0,2330
11449,2022-07-19,BIIB34,BIOGEN,198.74,199.12,198.74,199.12,0,159160
11452,2022-07-19,BILB34,BILBAOVIZ,23.6,23.6,23.6,23.6,0,4720
11462,2022-07-19,BIWM39,RUSSELL 2000,48.11,48.11,48.11,48.11,0,14430
11474,2022-07-05,BMKS3,BIC MONARK,239.98,239.98,239.95,239.95,0,167970
11478,2022-07-05,BMTU39,MSCIUSAMOM F,36.14,36.14,36.14,36.14,0,7220
11491,2022-07-05,BOTZ39,GX ROBOTC AI,27.4,27.93,27.4,27.93,0,11060
11505,2022-07-12,C1NS34,CELANESE COR,304.91,304.91,304.18,304.18,0,152160
11508,2022-07-12,C1OU34,COUPA SOFTWA,10.78,10.78,10.63,10.63,0,2140
11544,2022-07-19,BLPA39,GX MLP ETF,51.95,52.9,51.95,52.9,0,15700
11545,2022-07-19,BLPX39,GX MLP EN IN,53.1,54.1,53.1,54.1,0,16060
11556,2022-07-19,BMKS3,BIC MONARK,250.0,250.0,250.0,250.0,0,100000
11587,2022-07-22,TXSA34,TERNIUMSA,184.55,185.5,182.9,182.9,0,92290
11603,2022-07-05,BPVE39,GX INFRA DEV,39.96,40.8,39.96,40.8,0,8070
11666,2022-07-19,BOTZ39,GX ROBOTC AI,28.32,28.98,28.32,28.98,0,17160
11685,2022-07-19,BPVE39,GX INFRA DEV,41.84,43.28,41.84,43.28,0,16980
11733,2022-07-05,BSHY39,BKR 1 3 YRTR,55.0,55.0,55.0,55.0,0,11000
11734,2022-07-05,BSIL39,GX SILVER MN,26.94,27.06,26.94,27.06,0,10800
11739,2022-07-05,BSOX39,BKR SEMICOND,44.85,44.85,44.85,44.85,0,4480
11847,2022-07-05,BXTC39,EXPON TECHNL,42.84,42.84,42.78,42.78,0,8560
11852,2022-07-05,C1DN34,CADENCE DESI,407.96,407.96,407.96,407.96,0,40790
11862,2022-07-05,C2GN34,COGNEX CORP,29.61,29.61,29.61,29.61,0,2960
11881,2022-07-19,BSIL39,GX SILVER MN,26.7,26.79,26.61,26.79,0,18680
11885,2022-07-19,BSOC39,GX SOCIAL MD,22.44,23.0,22.44,23.0,0,13630
11899,2022-07-19,BXTC39,EXPON TECHNL,44.64,44.64,44.64,44.64,0,4460
11952,2022-07-22,W1AB34,WABTEC CORP,234.66,234.66,234.66,234.66,0,117330
12001,2022-07-19,C1MG34,CHIPOTLE MEX,362.88,362.88,362.88,362.88,0,217720
12002,2022-07-19,C1NS34,CELANESE COR,312.96,312.96,312.96,312.96,0,156480
12060,2022-07-12,CTSH34,COGNIZANT,354.9,354.9,354.73,354.73,0,106450
12079,2022-07-12,D1EX34,DEXCOM INC,8.48,8.48,8.48,8.48,0,3390
12081,2022-07-12,D1IS34,DISH NETWORK,94.89,94.89,94.89,94.89,0,9480
12084,2022-07-12,D1OW34,DOW INC,69.44,69.44,69.44,69.44,0,6940
12090,2022-07-22,WGBA34,WALGREENS,105.38,105.67,105.06,105.67,0,84380
12173,2022-07-05,CRIP34,CTRIPCOM,139.08,139.08,139.08,139.08,0,27810
12216,2022-07-12,DEAI34,DELTA,163.55,163.55,163.55,163.55,0,16350
12243,2022-07-12,DVAI34,DAVITA INC,460.24,460.24,460.24,460.24,0,46020
12261,2022-07-25,A1BB34,ABB LTD,38.36,38.36,38.36,38.36,0,3830
12264,2022-07-25,A1DM34,ARCHER DANIE,409.0,409.0,409.0,409.0,0,122700
12267,2022-07-25,A1EN34,ALLIANT ENER,311.05,311.05,311.05,311.05,0,31100
12269,2022-07-25,A1IV34,APARTMENT IN,41.2,41.52,41.2,41.52,0,16510
12270,2022-07-25,A1KA34,AKAMAI TECHN,41.3,41.3,41.3,41.3,0,4130
12271,2022-07-25,A1LG34,ALIGN TECHNO,350.39,350.39,350.39,350.39,0,35030
12272,2022-07-25,A1LL34,BREAD FINAN,56.64,59.36,56.64,59.36,0,23150
12339,2022-07-25,A1MX34,AMERICAMOVIL,50.05,50.05,50.05,50.05,0,5000
12341,2022-07-25,A1PA34,APA CORP,184.14,184.14,184.14,184.14,0,92070
12342,2022-07-25,A1RE34,ALEXANDRIA R,203.49,203.49,203.49,203.49,0,101740
12343,2022-07-25,A1TH34,AUTOHOME INC,19.12,19.12,19.12,19.12,0,1910
12344,2022-07-25,A1TM34,ATMOS ENERGY,308.45,308.45,308.45,308.45,0,61690
12348,2022-07-25,A1YX34,ALTERYX INC,13.64,13.64,12.98,12.98,0,6680
12350,2022-07-25,A2LC34,ALCON INC,39.68,39.68,39.68,39.68,0,3960
12353,2022-07-25,A2SO34,ACADEMY SPOR,59.4,59.4,57.72,57.72,0,23300
12366,2022-07-25,ABTT34,ABBOTT,148.5,148.5,144.79,144.79,0,131250
12373,2022-07-12,E1IX34,EDISON INTER,169.0,169.0,169.0,169.0,0,67600
12376,2022-07-12,E1WL34,EDWARDS LIFE,130.91,130.91,130.91,130.91,0,13090
12378,2022-07-12,E1XR34,EXTRA SPACE,227.0,227.0,227.0,227.0,0,22700
12380,2022-07-12,E2NT34,ENTEGRIS INC,27.88,27.88,27.88,27.88,0,2780
12382,2022-07-12,E2ST34,ELASTIC NV,31.57,31.57,31.57,31.57,0,3150
12383,2022-07-12,E2XE34,EXELIXIS INC,57.75,57.75,57.75,57.75,0,11550
12389,2022-07-12,EBAY34,EBAY,117.75,117.91,117.75,117.91,0,70690
12407,2022-07-05,D1EL34,DELL TECHNOL,226.32,226.32,226.32,226.32,0,22630
12411,2022-07-05,D1LR34,DIGITAL REAL,171.83,171.83,171.83,171.83,0,17180
12416,2022-07-05,D2OC34,DOXIMITY INC,32.76,32.76,32.76,32.76,0,3270
12437,2022-07-19,CTSH34,COGNIZANT,363.3,363.3,363.3,363.3,0,217980
12457,2022-07-19,D1FS34,DISCOVER FIN,292.0,292.0,292.0,292.0,0,29200
12458,2022-07-19,D1HI34,DR HORTON IN,399.75,399.75,399.75,399.75,0,239850
12534,2022-07-19,DEOP34,DIAGEO PL,964.25,964.25,964.25,964.25,0,482120
12541,2022-07-19,DGCO34,DOLLAR GENER,658.96,659.72,658.96,659.72,0,131860
12576,2022-07-05,DUKB34,DUKE ENERGY,571.35,571.35,571.35,571.35,0,285670
12577,2022-07-05,DVAI34,DAVITA INC,440.5,442.0,440.5,442.0,0,220850
12582,2022-07-05,E1DI34,CONSOLIDATED,247.99,247.99,247.99,247.99,0,99190
12646,2022-07-12,F1AN34,DIAMONDBACK,298.49,302.48,298.0,301.2,0,210000
12658,2022-07-19,E1QR34,EQUITY RESID,195.32,195.82,195.23,195.23,0,175980
12660,2022-07-19,E1SS34,ESSEX PROPER,141.82,144.78,141.82,144.62,0,129830
12661,2022-07-19,E1TN34,EATON CORP P,355.98,356.66,355.98,356.66,0,285050
12664,2022-07-19,E2NT34,ENTEGRIS INC,29.78,29.78,29.78,29.78,0,2970
12665,2022-07-19,E2TS34,ETSY INC,31.62,31.62,31.62,31.62,0,6320
12680,2022-07-05,E1SS34,ESSEX PROPER,141.82,141.82,141.82,141.82,0,14180
12682,2022-07-05,E1WL34,EDWARDS LIFE,131.7,131.7,131.7,131.7,0,65850
12686,2022-07-05,E2NT34,ENTEGRIS INC,27.46,27.46,27.46,27.46,0,5490
12687,2022-07-05,E2PA34,EPAM SYSTEMS,27.0,27.0,27.0,27.0,0,5400
12694,2022-07-05,EBAY34,EBAY,114.07,114.07,114.07,114.07,0,11400
12733,2022-07-25,B1DX34,BECTON DICKI,260.29,260.29,260.29,260.29,0,26020
12737,2022-07-25,B1SA34,BANCO SANTAN,41.88,41.88,41.88,41.88,0,25120
12744,2022-07-12,F1TN34,FORTINET INC,164.9,164.9,161.67,161.67,0,98490
12751,2022-07-12,FDXB34,FEDEX CORP,1220.89,1220.89,1220.89,1220.89,0,244170
12770,2022-07-12,FLTC34,FLEETCOR TEC,288.84,288.84,287.68,287.68,0,115180
12864,2022-07-25,BBUG39,GX CYBERSECT,47.75,47.75,47.1,47.1,0,9480
12912,2022-07-12,G1PI34,GLOBAL PAYME,153.14,153.14,152.85,152.85,0,137590
12913,2022-07-12,G1RM34,GARMIN LTD,275.94,275.94,275.94,275.94,0,165560
12915,2022-07-12,G2DD34,GODADDY INC,38.14,38.14,38.14,38.14,0,3810
12953,2022-07-05,F1TN34,FORTINET INC,154.15,154.15,154.15,154.15,0,30830
12954,2022-07-05,F2IC34,FAIR ISAAC C,48.86,48.86,48.86,48.86,0,4880
12961,2022-07-25,BCHQ39,GX MSCICHINA,29.49,29.49,29.37,29.37,0,11770
12963,2022-07-25,BCLO39,GX CLOUD CPT,31.08,31.08,30.54,30.54,0,6160
12964,2022-07-25,BCPX39,GX COPPER MN,30.78,30.78,30.42,30.42,0,12240
12967,2022-07-25,BCWV39,MSCIGLMIVOLF,51.6,51.6,51.6,51.6,0,5160
12972,2022-07-25,BDRI39,GX AEVEHICLE,41.36,41.36,41.0,41.0,0,8230
12973,2022-07-25,BDVD39,GX SUPDIV US,53.85,53.85,53.5,53.5,0,10730
12975,2022-07-25,BEDC39,GX TLMEDC DH,34.26,34.26,33.9,33.9,0,6810
12983,2022-07-25,BEFA39,MSCI EAFE,43.12,43.12,43.12,43.12,0,4310
12989,2022-07-19,F1AN34,DIAMONDBACK,313.04,313.04,313.04,313.04,0,31300
12990,2022-07-19,F1FI34,F5 INC,204.45,204.45,204.45,204.45,0,163560
12992,2022-07-19,F1MC34,FMC CORP,279.72,279.72,279.72,279.72,0,251740
12994,2022-07-19,F1SL34,FASTLY INC,6.12,6.12,6.12,6.12,0,4890
12997,2022-07-19,F2VR34,FIVERR INTL,8.83,8.96,8.74,8.96,0,6230
13005,2022-07-19,FDXB34,FEDEX CORP,1210.23,1214.2,1210.23,1214.2,0,485120
13024,2022-07-05,FDXB34,FEDEX CORP,1240.0,1241.17,1240.0,1241.17,0,620460
13085,2022-07-25,BEWH39,MSCIHONGKONG,38.72,38.72,38.72,38.72,0,3870
13093,2022-07-25,BFNX39,GX FINTECH,25.56,25.56,25.17,25.17,0,10140
13094,2022-07-25,BFVD39,FT VLINE DIV,53.58,53.58,53.58,53.58,0,5350
13101,2022-07-25,BHER39,GX GAMES SPT,29.61,29.61,29.43,29.43,0,14760
13102,2022-07-25,BHYG39,BKR IBOXX HY,52.08,52.08,52.08,52.08,0,5200
13107,2022-07-25,BIDU34,BAIDU INC,749.1,749.1,749.1,749.1,0,449460
13108,2022-07-25,BIEF39,COREMSCIEAFE,40.83,40.83,40.39,40.39,0,24390
13117,2022-07-19,FLTC34,FLEETCOR TEC,297.86,297.86,297.86,297.86,0,148930
13122,2022-07-19,FOXC34,FOX CORP,184.0,184.0,184.0,184.0,0,92000
13129,2022-07-19,FSLR34,FIRST SOLAR,189.09,189.09,189.09,189.09,0,75630
13137,2022-07-19,G1SK34,GSK PLC,43.2,43.2,41.91,42.0,0,16910
13154,2022-07-05,G1PC34,GENUINE PART,357.95,357.95,357.95,357.95,0,143180
13159,2022-07-05,G2DD34,GODADDY INC,38.29,38.29,38.29,38.29,0,11480
13161,2022-07-05,G2NT34,GENTEX CORP,37.58,37.58,37.58,37.58,0,7510
13187,2022-07-12,H1SB34,HSBC HOLDING,42.35,42.35,42.35,42.35,0,29640
13189,2022-07-12,H1ZN34,HORIZON THER,43.92,43.92,43.92,43.92,0,8780
13190,2022-07-12,H2UB34,HUBSPOT INC,29.54,29.54,29.54,29.54,0,5900
13303,2022-07-19,GPRO34,GOPRO,31.89,31.89,31.89,31.89,0,3180
13314,2022-07-19,H1CA34,HCA HEALTHCA,481.28,482.22,481.28,482.22,0,144470
13331,2022-07-05,GPRK34,GEOPARK LTD,64.96,64.96,64.96,64.96,0,19480
13332,2022-07-05,GPRO34,GOPRO,30.42,30.42,30.42,30.42,0,3040
13345,2022-07-05,H1CA34,HCA HEALTHCA,465.0,465.0,465.0,465.0,0,46500
13348,2022-07-05,H1OG34,HARLEY-DAVID,169.22,169.22,169.22,169.22,0,16920
13351,2022-07-05,H1ST34,HOST HOTELS,82.96,82.96,82.96,82.96,0,8290
13354,2022-07-05,H2TA34,HEALTHC TRUS,38.5,38.5,38.5,38.5,0,11550
13404,2022-07-12,I1RM34,IRON MOUNTAI,261.2,261.2,260.0,260.0,0,182350
13472,2022-07-19,I1PH34,INTERPUBLIC,157.3,157.3,157.3,157.3,0,15730
13473,2022-07-19,I1RM34,IRON MOUNTAI,248.45,250.07,246.94,250.07,0,198510
13488,2022-07-05,HSHY34,HERSHEY CO,235.23,235.23,235.23,235.23,0,47040
13499,2022-07-05,I1FF34,FLAVOR FLAGR,318.36,318.36,318.36,318.36,0,31830
13520,2022-07-12,INGG34,ING GROEP,49.65,49.8,49.65,49.8,0,29800
13542,2022-07-12,J1EG34,JACOBS ENGIN,341.42,341.42,341.42,341.42,0,68280
13607,2022-07-05,J1KH34,JACK HENRY,246.67,246.67,246.67,246.67,0,24660
13608,2022-07-05,J2AZ34,JAZZ PHARMAC,57.0,57.0,56.93,56.93,0,11390
13640,2022-07-19,J1CI34,JOHNSON CONT,262.75,262.75,262.75,262.75,0,236470
13662,2022-07-19,K1EL34,KELLOGG CO,193.23,193.23,193.23,193.23,0,19320
13665,2022-07-19,K1LA34,KLA CORP,463.05,463.05,463.05,463.05,0,277830
13675,2022-07-05,JDCO34,JD COM,343.9,343.9,343.9,343.9,0,34390
13724,2022-07-12,L1IN34,LINDE PLC,374.54,374.54,374.54,374.54,0,74900
13725,2022-07-12,L1UL34,LULULEMON AT,382.28,382.28,382.28,382.28,0,38220
13727,2022-07-12,L1YG34,LLOYDS BANKI,10.8,10.8,10.8,10.8,0,3240
13755,2022-07-19,L1BT35,LIBERTY GLOB,28.52,28.52,28.52,28.52,0,2850
13759,2022-07-19,L1HX34,L3HARRIS TEC,293.5,297.08,293.5,297.08,0,265100
13761,2022-07-19,L1RC34,LAM RESEARCH,577.68,598.66,577.68,598.66,0,117630
13786,2022-07-05,L1MN34,LUMEN TECH,59.1,59.5,59.1,59.5,0,41410
13789,2022-07-05,L1VS34,LAS VEGAS SA,36.9,36.9,36.9,36.9,0,18450
13814,2022-07-19,LMTB34,LOCKHEED,2080.46,2082.57,2080.46,2082.57,0,624560
13898,2022-07-19,M1GM34,MGM RESORTS,165.28,165.57,165.28,165.57,0,33080
13901,2022-07-19,M1PC34,MARATHON PET,468.28,468.28,468.28,468.28,0,46820
13906,2022-07-19,M2AS34,MASIMO CORP,24.14,24.14,24.14,24.14,0,9650
13907,2022-07-19,M2KS34,MKS INSTRUME,32.21,32.21,32.21,32.21,0,3220
13920,2022-07-12,M1DB34,MONGODB INC,79.04,79.04,78.8,78.8,0,70940
13921,2022-07-12,M1GM34,MGM RESORTS,157.35,157.35,157.35,157.35,0,15730
13926,2022-07-12,M1RO34,MARATHON OIL,112.64,112.64,111.87,111.87,0,67500
13927,2022-07-12,M1SC34,MSCI INC,584.4,584.4,584.4,584.4,0,467520
13931,2022-07-12,M2AS34,MASIMO CORP,23.6,23.85,23.6,23.85,0,4740
13932,2022-07-12,M2PR34,MONOLI POWER,34.63,34.63,34.63,34.63,0,3460
13933,2022-07-12,M2PW34,MEDICAL P TR,43.2,43.2,43.2,43.2,0,4320
13964,2022-07-05,M2AS34,MASIMO CORP,24.37,24.37,24.37,24.37,0,21930
13965,2022-07-05,M2PR34,MONOLI POWER,33.28,33.28,33.28,33.28,0,3320
13966,2022-07-05,M2PW34,MEDICAL P TR,41.39,41.39,41.39,41.39,0,16550
14001,2022-07-19,METB34,METLIFE INC,328.32,328.64,328.32,328.32,0,262720
14017,2022-07-05,MDLZ34,MONDELEZ INT,167.87,168.34,167.87,168.34,0,67200
14049,2022-07-12,MDTC34,MEDTRONIC,241.12,241.12,241.12,241.12,0,48220
14181,2022-07-19,N1BI34,NEUROCRINE B,25.95,25.95,25.95,25.95,0,5180
14182,2022-07-19,N1CL34,NORWEGIAN CR,69.58,69.63,69.47,69.61,0,41720
14185,2022-07-19,N1GG34,NATIONAL GRI,60.36,60.36,60.36,60.36,0,6030
14201,2022-07-25,BILB34,BILBAOVIZ,22.97,22.97,22.9,22.9,0,4580
14244,2022-07-05,N1VR34,NVR INC,465.0,465.0,465.0,465.0,0,46500
14247,2022-07-05,N2VC34,NOVOCURE,40.1,40.1,40.1,40.1,0,8020
14268,2022-07-12,N1BI34,NEUROCRINE B,25.98,26.16,25.8,25.8,0,18130
14273,2022-07-12,N1VO34,NOVO NORDISK,74.04,74.04,74.04,74.04,0,59230
14314,2022-07-19,O2HI34,OMEGA HEALTH,55.89,55.89,55.89,55.89,0,16760
14315,2022-07-19,O2LE34,OLED DISPLAY,34.2,34.2,34.2,34.2,0,3420
14329,2022-07-05,NMRH34,NOMURA HO,19.28,19.34,19.28,19.34,0,5790
14338,2022-07-05,O1TI34,OTIS WORLDWI,38.44,38.44,38.44,38.44,0,19220
14339,2022-07-05,O2HI34,OMEGA HEALTH,51.3,51.3,51.3,51.3,0,5130
14358,2022-07-12,NMRH34,NOMURA HO,20.0,20.0,20.0,20.0,0,4000
14359,2022-07-12,NOCG34,NORTHROP GRU,511.53,512.55,511.53,512.55,0,358680
14367,2022-07-12,O1KT34,OKTA INC,25.9,25.9,25.9,25.9,0,5180
14405,2022-07-19,P1DT34,PRUDENTIAL F,254.66,254.66,254.66,254.66,0,25460
14406,2022-07-19,P1KX34,POSCO HOLD,59.73,59.73,59.73,59.73,0,5970
14410,2022-07-19,P2AT34,UIPATH INC,12.58,12.58,12.58,12.58,0,10060
14412,2022-07-19,P2LN34,PLANETFITNES,52.35,52.35,52.25,52.25,0,26150
14414,2022-07-19,P2OD34,INSULET CORP,41.88,41.88,41.88,41.88,0,4180
14428,2022-07-05,P1DT34,PRUDENTIAL F,254.8,254.8,254.8,254.8,0,25480
